#DEBUG: Format Typ    -> tdf
#DEBUG: Time Period   -> 2016-01-01 00:00:00+00:00 2019-02-05 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station	valid	 metar 
ELP	2016-01-06 17:51	KELP 061751Z 19005KT 2SM BR BKN004 OVC040 08/07 A2999 RMK AO2 RAE1658 SLP133 MTNS OBSCD SW-NW P0000 60004 T00780072 10078 20050 51007
ELP	2016-01-06 18:11	KELP 061811Z VRB03KT 2SM BR BKN005 OVC100 08/07 A2998 RMK AO2 MTNS OBSCD SW-NW T00830072
ELP	2016-01-06 18:19	KELP 061819Z 17004KT 4SM BR FEW005 BKN011 BKN100 08/07 A2998 RMK AO2 MTNS OBSCD SW-NW T00830072
ELP	2016-01-06 18:32	KELP 061832Z 24014KT 6SM BR SCT009 SCT075 BKN100 10/07 A2997 RMK AO2 CLDS TPG MTNS SW-NW T01000072
ELP	2016-01-06 18:51	KELP 061851Z 24014KT 10SM FEW016 SCT080 BKN120 11/06 A2996 RMK AO2 SLP118 OCNL CLDS TPG MTNS W-NW T01060061
ELP	2016-01-06 19:51	KELP 061951Z 24017G26KT 10SM SCT037 BKN046 BKN060 12/03 A2991 RMK AO2 PK WND 25028/1940 SLP101 OCNL CLDS TPG MTNS W-NW T01220028
ELP	2016-01-06 20:51	KELP 062051Z 25019G27KT 10SM SCT055 BKN070 BKN140 13/03 A2989 RMK AO2 PK WND 24029/2023 SLP090 T01280028 58031
ELP	2016-01-06 21:51	KELP 062151Z 25016G25KT 10SM FEW048 SCT060 BKN075 13/02 A2988 RMK AO2 PK WND 25028/2112 RAB07E17 SLP087 SHRA DSNT NE P0000 T01330022
ELP	2016-01-06 22:51	KELP 062251Z 25018G26KT 10SM FEW055 SCT070 13/00 A2990 RMK AO2 PK WND 26035/2211 SLP094 T01330000
ELP	2016-01-06 23:51	KELP 062351Z 27018G26KT 10SM FEW060 SCT080 13/00 A2991 RMK AO2 PK WND 25031/2308 SLP099 60000 T01280000 10139 20078 53007
ELP	2016-01-07 00:51	KELP 070051Z 25019G28KT 10SM FEW045 SCT080 12/00 A2992 RMK AO2 PK WND 24031/0003 SLP106 T01170000
ELP	2016-01-07 01:51	KELP 070151Z 30007KT 10SM FEW045 SCT080 11/03 A2995 RMK AO2 PK WND 25030/0052 SLP117 T01060028
ELP	2016-01-07 02:51	KELP 070251Z 00000KT 10SM FEW045 SCT080 09/03 A2998 RMK AO2 SLP125 T00940028 53020
ELP	2016-01-07 03:51	KELP 070351Z 33003KT 10SM FEW045 09/02 A2998 RMK AO2 SLP127 T00890017
ELP	2016-01-07 04:51	KELP 070451Z 33003KT 10SM FEW050 09/M01 A2998 RMK AO2 SLP127 T00891006
ELP	2016-01-07 05:51	KELP 070551Z 14006KT 10SM SCT060 07/02 A2998 RMK AO2 SLP131 T00670017 10128 20067 52002
ELP	2016-01-07 06:51	KELP 070651Z 17007KT 10SM FEW060 06/01 A2997 RMK AO2 SLP125 T00560011 401390050
ELP	2016-01-07 07:51	KELP 070751Z 15005KT 10SM FEW050 06/01 A2997 RMK AO2 SLP121 T00560006
ELP	2016-01-07 08:51	KELP 070851Z 16006KT 10SM FEW045 04/01 A2997 RMK AO2 SLP121 T00440006 56004
ELP	2016-01-07 09:51	KELP 070951Z 14005KT 10SM FEW040 04/01 A2995 RMK AO2 SLP115 T00440006
ELP	2016-01-07 10:51	KELP 071051Z 10003KT 10SM FEW037 03/00 A2995 RMK AO2 SLP115 T00330000
ELP	2016-01-07 11:51	KELP 071151Z 13005KT 10SM FEW040 02/00 A2994 RMK AO2 SLP114 70004 T00220000 10078 20022 56008
ELP	2016-01-07 12:51	KELP 071251Z 18005KT 10SM FEW040 FEW080 03/M01 A2995 RMK AO2 SLP120 T00331006
ELP	2016-01-07 13:51	KELP 071351Z 17007KT 10SM FEW047 03/M01 A2996 RMK AO2 SLP123 T00331006
ELP	2016-01-07 14:51	KELP 071451Z 19006KT 10SM FEW039 04/01 A2996 RMK AO2 SLP124 T00440006 51007
ELP	2016-01-07 15:51	KELP 071551Z 19005KT 10SM FEW040 FEW080 SCT200 06/01 A2998 RMK AO2 SLP128 T00610011
ELP	2016-01-07 16:51	KELP 071651Z 18006KT 10SM FEW050 SCT220 08/01 A2999 RMK AO2 SLP130 T00780006
ELP	2016-01-07 17:51	KELP 071751Z 19007KT 10SM FEW050 SCT220 10/02 A2997 RMK AO2 SLP123 T01000017 10100 20022 50002
ELP	2016-01-07 18:51	KELP 071851Z 24014G22KT 10SM FEW055 SCT100 SCT220 12/02 A2992 RMK AO2 SLP105 T01170017
ELP	2016-01-07 19:51	KELP 071951Z 25022G32KT 10SM FEW055 SCT100 SCT230 13/00 A2987 RMK AO2 PK WND 25033/1932 SLP087 T01280000
ELP	2016-01-07 20:51	KELP 072051Z 23014G20KT 10SM SCT050 BKN100 BKN230 13/01 A2986 RMK AO2 PK WND 24028/2006 SLP082 T01280011 56034
ELP	2016-01-07 21:51	KELP 072151Z 24017G25KT 10SM FEW055 SCT160 BKN220 13/M01 A2982 RMK AO2 PK WND 24026/2134 SLP070 T01331006
ELP	2016-01-07 22:51	KELP 072251Z 23020G26KT 10SM FEW050 SCT095 BKN200 13/00 A2981 RMK AO2 PK WND 24026/2250 SLP067 T01280000
ELP	2016-01-07 23:51	KELP 072351Z 25020G26KT 10SM FEW050 BKN100 BKN160 12/00 A2981 RMK AO2 PK WND 26028/2325 SLP070 T01220000 10139 20094 56015
ELP	2016-01-08 00:51	KELP 080051Z 25015KT 10SM FEW050 BKN100 BKN140 12/01 A2981 RMK AO2 PK WND 24026/0006 SLP069 SHRA DSNT W-NW T01170006
ELP	2016-01-08 01:51	KELP 080151Z 25019G28KT 10SM SCT060 BKN090 OVC120 12/00 A2982 RMK AO2 PK WND 25028/0147 SLP073 SHRA DSNT W-NW T01170000
ELP	2016-01-08 02:51	KELP 080251Z 24013KT 10SM SCT070 BKN090 OVC120 10/01 A2984 RMK AO2 PK WND 26032/0202 SLP080 VIRGA SE-NW T01000006 53009
ELP	2016-01-08 03:51	KELP 080351Z 24019G27KT 10SM FEW070 BKN090 BKN150 09/01 A2984 RMK AO2 PK WND 24027/0347 SLP078 T00940006
ELP	2016-01-08 04:51	KELP 080451Z 28019G27KT 10SM FEW040 BKN080 BKN140 08/01 A2986 RMK AO2 PK WND 27035/0431 SLP088 T00780006
ELP	2016-01-08 05:51	KELP 080551Z 28014KT 10SM FEW040 BKN065 OVC100 07/01 A2986 RMK AO2 SLP083 T00720011 10122 20072 50007
ELP	2016-01-08 06:51	KELP 080651Z 28014KT 10SM FEW040 BKN065 BKN100 07/01 A2984 RMK AO2 SLP076 T00670011 401390022
ELP	2016-01-08 07:51	KELP 080751Z 31004KT 10SM FEW025 SCT065 BKN100 BKN180 06/01 A2983 RMK AO2 SLP072 CLDS TPG MTNS NW T00560006
ELP	2016-01-08 08:37	KELP 080837Z 24010G19KT 5SM RA BKN025 OVC060 04/02 A2983 RMK AO2 RAB05 MTNS OBSCD SW-NW P0004 T00440017
ELP	2016-01-08 08:51	KELP 080851Z 25008KT 10SM -RA BKN025 OVC060 04/02 A2982 RMK AO2 RAB05 SLP071 MTNS PTLY OBSCD NW P0005 60005 T00440022 56011
ELP	2016-01-08 09:05	KELP 080905Z VRB05KT 10SM SCT025 BKN060 OVC100 04/02 A2981 RMK AO2 RAE0857 P0000 T00440017
ELP	2016-01-08 09:51	KELP 080951Z 28012G23KT 8SM -RA SCT025 BKN045 OVC060 04/01 A2982 RMK AO2 RAE0857B35 SLP071 MTNS OBSCD SW-NW P0001 T00390011
ELP	2016-01-08 10:05	KELP 081005Z 24008KT 7SM RA BKN025 OVC045 03/02 A2982 RMK AO2 MTNS OBSCD SW-NW P0003 T00330017
ELP	2016-01-08 10:51	KELP 081051Z 21013KT 10SM -RA OVC025 03/02 A2980 RMK AO2 SLP068 MTNS OBSCD SW-NW P0005 T00280017
ELP	2016-01-08 11:13	KELP 081113Z 23009KT 10SM FEW009 BKN025 OVC045 03/02 A2980 RMK AO2 RAE00 MTNS PTLY OBSCD SW-NW P0000 T00280017
ELP	2016-01-08 11:51	KELP 081151Z 24010KT 10SM SCT009 BKN025 OVC065 03/02 A2980 RMK AO2 RAE00 SLP065 MTNS PTLY OBSCD W-NW P0000 60011 70011 T00330017 10072 20028 58008
ELP	2016-01-08 12:14	KELP 081214Z 24008KT 10SM FEW011 BKN045 OVC065 03/02 A2980 RMK AO2 MTNS PTLY OBSCD W-NW T00330017
ELP	2016-01-08 12:51	KELP 081251Z 25008KT 10SM FEW011 SCT045 BKN100 04/02 A2979 RMK AO2 RAB28E39 SLP064 SHRA DSNT SE MTNS PTLY OBSCD W-NW P0000 T00390017
ELP	2016-01-08 13:51	KELP 081351Z 23009KT 10SM FEW018 SCT025 BKN065 OVC150 03/01 A2982 RMK AO2 SLP073 MTNS PTLY OBSCD W-NW T00330011
ELP	2016-01-08 14:31	KELP 081431Z 23008KT 10SM BKN018 BKN025 OVC150 03/01 A2982 RMK AO2 MTNS PTLY OBSCD W-NW T00330011
ELP	2016-01-08 14:51	KELP 081451Z 25005KT 10SM BKN018 BKN025 OVC150 03/01 A2983 RMK AO2 SLP079 CLDS TPG MTNS SW-NW 60000 T00330011 53010
ELP	2016-01-08 15:23	KELP 081523Z 23009KT 10SM BKN014 BKN025 OVC150 03/01 A2984 RMK AO2 MTNS PTLY OBSCD W-NW T00330011
ELP	2016-01-08 15:51	KELP 081551Z 23005KT 10SM BKN014 BKN150 04/02 A2985 RMK AO2 SLP086 MTNS PTLY OBSCD W-NW T00390017
ELP	2016-01-08 16:15	KELP 081615Z 00000KT 10SM BKN015 BKN150 04/01 A2986 RMK AO2 CLDS TPG MTNS SW-NW T00440011
ELP	2016-01-08 16:51	KELP 081651Z 24011KT 10SM SCT015 BKN022 BKN042 06/01 A2987 RMK AO2 SLP092 CLDS TPG MTNS SW-NW T00560011
ELP	2016-01-08 17:38	KELP 081738Z 26016G21KT 10SM FEW022 SCT027 BKN042 06/01 A2987 RMK AO2 RAB03E13 CLDS TPG MTNS SW-NW P0000 T00610006
ELP	2016-01-08 17:51	KELP 081751Z 25015G20KT 10SM FEW022 SCT027 BKN042 07/01 A2986 RMK AO2 RAB03E13 SLP090 CLDS TPG MTNS SW-NW P0000 60000 T00670006 10067 20033 50011
ELP	2016-01-08 18:51	KELP 081851Z 25018KT 8SM -RA SCT028 BKN055 BKN080 07/00 A2983 RMK AO2 PK WND 25026/1848 RAB29 SLP081 OCNL CLDS TPG MTNS W-NW P0000 T00670000
ELP	2016-01-08 19:51	KELP 081951Z 28020G27KT 10SM -RASN FEW034CB SCT050 SCT080 08/M02 A2981 RMK AO2 PK WND 26028/1932 RAE05B37SNB42 SLP071 CB N-NE AND DSNT SE MOV E TCU SW P0000 T00781022 $
ELP	2016-01-08 20:51	KELP 082051Z 27022G31KT 10SM SCT036TCU SCT050 BKN200 08/M03 A2980 RMK AO2 PK WND 28034/2039 RAE01SNE01 SLP069 TCU NE P0000 60000 T00831028 56019
ELP	2016-01-08 21:51	KELP 082151Z 27030G40KT 10SM FEW021 FEW065 SCT180 07/M03 A2980 RMK AO2 PK WND 27040/2144 SLP073 VCSH S AND SW SHRA DSNT NW E AND SE 931000 T00721033
ELP	2016-01-08 22:51	KELP 082251Z 26029G37KT 10SM FEW021 FEW110 BKN180 06/M03 A2984 RMK AO2 PK WND 26037/2249 SLP088 SHRA DSNT NE-E SE AND S T00611033
ELP	2016-01-08 23:51	KELP 082351Z 26030G37KT 10SM FEW021 FEW110 SCT180 06/M03 A2985 RMK AO2 PK WND 25037/2340 SLP089 CLDS TPG MTNS NW 60000 T00611028 10089 20061 53014
ELP	2016-01-09 00:51	KELP 090051Z 26022G33KT 10SM FEW023 FEW110 SCT180 06/M03 A2987 RMK AO2 PK WND 25039/2359 SLP098 CLDS TPG MTNS NW T00561028
ELP	2016-01-09 01:51	KELP 090151Z 26026G32KT 10SM FEW033 FEW120 SCT170 06/M03 A2989 RMK AO2 PK WND 26037/0100 SLP103 T00611028
ELP	2016-01-09 02:51	KELP 090251Z 27021G29KT 10SM FEW030 SCT070 SCT200 06/M02 A2992 RMK AO2 PK WND 27036/0155 RAB00E19 SLP118 P0000 60000 T00561022 53023
ELP	2016-01-09 03:51	KELP 090351Z 25023G28KT 10SM FEW030 FEW120 SCT200 04/M02 A2994 RMK AO2 PK WND 25035/0307 RAB03E13 SLP123 P0000 T00441022
ELP	2016-01-09 04:51	KELP 090451Z 22009KT 190V270 10SM FEW020 FEW140 04/M03 A2997 RMK AO2 PK WND 27032/0401 SLP134 T00391028
ELP	2016-01-09 05:51	KELP 090551Z 02007KT 10SM SCT022 04/M03 A3000 RMK AO2 SLP142 60000 T00391028 10061 20028 53023
ELP	2016-01-09 06:51	KELP 090651Z 23011KT 10SM FEW026 SCT085 03/M02 A3000 RMK AO2 SLP144 T00331022 400890028
ELP	2016-01-09 07:51	KELP 090751Z 22010G16KT 10SM SCT090 03/M03 A3000 RMK AO2 SLP142 T00331028
ELP	2016-01-09 08:51	KELP 090851Z 24012KT 10SM FEW090 02/M02 A3000 RMK AO2 SLP142 T00221022 51000
ELP	2016-01-09 09:51	KELP 090951Z 28018KT 10SM FEW090 03/M03 A2999 RMK AO2 PK WND 27027/0932 SLP139 T00281028
ELP	2016-01-09 10:51	KELP 091051Z 28014KT 10SM FEW170 03/M04 A3000 RMK AO2 PK WND 28026/1023 SLP144 T00281039
ELP	2016-01-09 11:51	KELP 091151Z 28017G23KT 10SM FEW170 02/M04 A3002 RMK AO2 SLP150 T00221039 10044 20011 53004
ELP	2016-01-09 12:51	KELP 091251Z 29018G24KT 10SM FEW170 03/M04 A3001 RMK AO2 PK WND 29027/1236 SLP150 T00281039
ELP	2016-01-09 13:51	KELP 091351Z 29013KT 10SM FEW023 03/M04 A3004 RMK AO2 SLP158 T00281039
ELP	2016-01-09 14:51	KELP 091451Z 00000KT 10SM FEW023 03/M03 A3007 RMK AO2 SLP170 T00331033 53017
ELP	2016-01-09 15:51	KELP 091551Z 13006KT 10SM FEW023 04/M03 A3010 RMK AO2 SLP180 T00391028
ELP	2016-01-09 16:51	KELP 091651Z 10003KT 10SM CLR 04/M02 A3012 RMK AO2 SLP188 T00441022
ELP	2016-01-09 17:51	KELP 091751Z 00000KT 10SM FEW035 07/M03 A3012 RMK AO2 SLP184 T00671033 10067 20022 50015
ELP	2016-01-09 18:51	KELP 091851Z 00000KT 10SM FEW045 08/M04 A3011 RMK AO2 SLP179 T00781039
ELP	2016-01-09 19:51	KELP 091951Z 00000KT 10SM FEW050 08/M04 A3009 RMK AO2 SLP172 T00781044
ELP	2016-01-09 20:51	KELP 092051Z 33004KT 10SM SCT055 09/M06 A3007 RMK AO2 SLP168 T00891056 57015
ELP	2016-01-09 21:51	KELP 092151Z VRB06KT 10SM SCT055 09/M06 A3008 RMK AO2 SLP167 T00891056
ELP	2016-01-09 22:51	KELP 092251Z 28007KT 10SM FEW060 09/M06 A3008 RMK AO2 SLP168 T00941061
ELP	2016-01-09 23:51	KELP 092351Z 31007KT 10SM FEW060 09/M06 A3008 RMK AO2 SLP169 T00891061 10100 20067 50001
ELP	2016-01-10 00:51	KELP 100051Z 25008KT 10SM FEW060 07/M04 A3009 RMK AO2 SLP174 T00721044
ELP	2016-01-10 01:51	KELP 100151Z 27009KT 10SM FEW040 07/M03 A3011 RMK AO2 SLP180 T00671033
ELP	2016-01-10 02:51	KELP 100251Z 29008KT 10SM FEW040 06/M03 A3012 RMK AO2 SLP185 T00561028 51012
ELP	2016-01-10 03:51	KELP 100351Z 25006KT 10SM CLR 05/M03 A3013 RMK AO2 SLP189 T00501033
ELP	2016-01-10 04:51	KELP 100451Z 00000KT 10SM CLR 06/M04 A3014 RMK AO2 SLP190 T00561039
ELP	2016-01-10 05:51	KELP 100551Z 23005KT 10SM CLR 04/M04 A3014 RMK AO2 SLP190 T00391039 10089 20033 51006
ELP	2016-01-10 06:51	KELP 100651Z 18003KT 10SM CLR 03/M03 A3014 RMK AO2 SLP190 T00281033 401000011
ELP	2016-01-10 07:51	KELP 100751Z 15005KT 10SM CLR 01/M03 A3013 RMK AO2 SLP189 T00061033
ELP	2016-01-10 08:51	KELP 100851Z 14007KT 10SM CLR 01/M03 A3012 RMK AO2 SLP185 T00111028 58004
ELP	2016-01-10 09:51	KELP 100951Z 17007KT 10SM CLR 01/M03 A3012 RMK AO2 SLP186 T00111028
ELP	2016-01-10 10:51	KELP 101051Z 16004KT 10SM CLR 01/M03 A3011 RMK AO2 SLP182 T00111028
ELP	2016-01-10 11:51	KELP 101151Z 00000KT 10SM CLR 01/M03 A3012 RMK AO2 SLP186 T00111033 10044 20000 53001
ELP	2016-01-10 12:51	KELP 101251Z 03003KT 10SM CLR M01/M03 A3014 RMK AO2 SLP196 T10061033
ELP	2016-01-10 13:51	KELP 101351Z 04005KT 10SM SCT250 M03/M04 A3014 RMK AO2 SLP202 T10281044
ELP	2016-01-10 14:51	KELP 101451Z 00000KT 10SM FEW120 SCT250 M02/M04 A3016 RMK AO2 SLP207 T10171039 53011
ELP	2016-01-10 15:51	KELP 101551Z 18005KT 10SM FEW120 BKN250 OVC300 02/M02 A3017 RMK AO2 SLP207 T00221022
ELP	2016-01-10 16:51	KELP 101651Z 19007KT 10SM SCT150 BKN250 OVC300 03/M02 A3018 RMK AO2 SLP209 T00281017
ELP	2016-01-10 17:51	KELP 101751Z 21006KT 10SM BKN200 OVC250 04/M02 A3016 RMK AO2 SLP200 BINOVC T00441017 10044 21033 58001
ELP	2016-01-10 18:51	KELP 101851Z 24010KT 10SM FEW040 SCT140 BKN250 06/M02 A3011 RMK AO2 SLP185 T00561022
ELP	2016-01-10 19:51	KELP 101951Z 24011KT 10SM FEW040 SCT140 BKN250 08/M02 A3009 RMK AO2 SLP175 T00781022
ELP	2016-01-10 20:51	KELP 102051Z 25012KT 10SM FEW040 SCT130 OVC250 07/M03 A3007 RMK AO2 SLP170 BINOVC T00721028 56026
ELP	2016-01-10 21:51	KELP 102151Z 26006KT 10SM FEW040 SCT140 OVC250 07/M03 A3006 RMK AO2 SLP166 BINOVC T00721028
ELP	2016-01-10 22:51	KELP 102251Z 24007KT 10SM FEW040 SCT120 OVC250 07/M03 A3005 RMK AO2 SLP162 BINOVC T00721028
ELP	2016-01-10 23:51	KELP 102351Z 21004KT 10SM FEW040 BKN150 BKN250 07/M03 A3005 RMK AO2 SLP165 T00671028 10083 20044 55006
ELP	2016-01-11 00:51	KELP 110051Z 25006KT 10SM BKN150 BKN250 07/M03 A3006 RMK AO2 SLP169 T00671028
ELP	2016-01-11 01:51	KELP 110151Z 25006KT 10SM BKN120 OVC200 06/M02 A3007 RMK AO2 SLP176 T00611022
ELP	2016-01-11 02:51	KELP 110251Z 25005KT 10SM SCT120 BKN180 06/M02 A3008 RMK AO2 SLP178 T00561022 53007
ELP	2016-01-11 03:51	KELP 110351Z 20003KT 10SM FEW130 BKN180 04/M02 A3008 RMK AO2 SLP177 T00441022
ELP	2016-01-11 04:51	KELP 110451Z 22003KT 10SM SCT080 BKN130 BKN180 04/M02 A3009 RMK AO2 SLP179 T00441022
ELP	2016-01-11 05:51	KELP 110551Z 00000KT 10SM OVC090 04/M01 A3009 RMK AO2 SLP177 T00391011 10067 20033 51005
ELP	2016-01-11 06:51	KELP 110651Z 03003KT 10SM OVC080 04/M01 A3009 RMK AO2 SLP173 VIRGA SE-NW T00391006 400831033
ELP	2016-01-11 07:51	KELP 110751Z 07004KT 10SM OVC075 04/M01 A3008 RMK AO2 SLP168 VIRGA ALQDS T00391011
ELP	2016-01-11 08:51	KELP 110851Z 00000KT 10SM FEW050 BKN075 OVC090 03/M01 A3009 RMK AO2 SLP172 VIRGA ALQDS T00331006 55002
ELP	2016-01-11 09:51	KELP 110951Z 16006KT 10SM -RASN SCT040 OVC065 04/M01 A3010 RMK AO2 RAB18E31B50SNB50 SLP177 P0000 T00391011
ELP	2016-01-11 10:51	KELP 111051Z 00000KT 10SM FEW040 SCT065 OVC090 03/M01 A3008 RMK AO2 RAE01SNE01 SLP171 P0000 T00331006
ELP	2016-01-11 11:51	KELP 111151Z 22005KT 10SM SCT045 BKN090 02/M01 A3009 RMK AO2 SLP176 931000 60000 T00221006 10050 20022 51001
ELP	2016-01-11 12:51	KELP 111251Z 00000KT 10SM FEW050 SCT090 SCT150 02/M01 A3010 RMK AO2 SLP178 T00221006
ELP	2016-01-11 13:51	KELP 111351Z 36007KT 10SM BKN050 BKN090 02/M02 A3013 RMK AO2 SLP190 T00171017
ELP	2016-01-11 14:51	KELP 111451Z 36008KT 10SM SCT050 02/M03 A3015 RMK AO2 SLP197 T00221033 53017
ELP	2016-01-11 15:51	KELP 111551Z 35013KT 10SM FEW030 FEW050 SCT150 03/M06 A3017 RMK AO2 SLP207 T00331061
ELP	2016-01-11 16:51	KELP 111651Z 35013KT 10SM FEW025 FEW050 05/M07 A3019 RMK AO2 SLP210 CLDS TPG MTNS NW T00501067
ELP	2016-01-11 17:51	KELP 111751Z 35008KT 10SM FEW050 06/M07 A3020 RMK AO2 SLP211 T00611067 10061 20011 51015
ELP	2016-01-11 18:51	KELP 111851Z VRB03KT 10SM FEW050 07/M06 A3017 RMK AO2 SLP202 T00671061
ELP	2016-01-11 19:51	KELP 111951Z 25003KT 10SM FEW055 07/M06 A3015 RMK AO2 SLP194 T00721061
ELP	2016-01-11 20:51	KELP 112051Z 29008KT 10SM FEW060 09/M07 A3014 RMK AO2 SLP190 T00891067 56016
ELP	2016-01-11 21:51	KELP 112151Z 32008KT 300V010 10SM CLR 09/M09 A3014 RMK AO2 SLP188 T00941089
ELP	2016-01-11 22:51	KELP 112251Z 31005KT 10SM CLR 09/M10 A3016 RMK AO2 SLP193 T00941100
ELP	2016-01-11 23:51	KELP 112351Z 00000KT 10SM CLR 08/M11 A3017 RMK AO2 SLP201 T00831106 10100 20061 53007
ELP	2016-01-12 00:51	KELP 120051Z 31005KT 10SM CLR 07/M10 A3019 RMK AO2 SLP208 T00721100
ELP	2016-01-12 01:51	KELP 120151Z 00000KT 10SM CLR 06/M10 A3021 RMK AO2 SLP219 T00611100
ELP	2016-01-12 02:51	KELP 120251Z 00000KT 10SM CLR 06/M12 A3022 RMK AO2 SLP221 T00611117 51016
ELP	2016-01-12 03:51	KELP 120351Z 01006KT 10SM CLR 03/M08 A3023 RMK AO2 SLP229 T00331078
ELP	2016-01-12 04:51	KELP 120451Z 00000KT 10SM CLR 02/M07 A3025 RMK AO2 SLP233 T00221072
ELP	2016-01-12 05:51	KELP 120551Z 02003KT 10SM CLR 02/M07 A3025 RMK AO2 SLP232 T00221072 10089 20022 51009
ELP	2016-01-12 06:51	KELP 120651Z 00000KT 10SM CLR M01/M07 A3025 RMK AO2 SLP235 T10061067 401001006
ELP	2016-01-12 07:51	KELP 120751Z 16005KT 10SM CLR M01/M07 A3024 RMK AO2 SLP232 T10111067
ELP	2016-01-12 08:51	KELP 120851Z 09004KT 10SM CLR M02/M07 A3024 RMK AO2 SLP233 T10221067 55002
ELP	2016-01-12 09:51	KELP 120951Z 00000KT 10SM CLR M02/M07 A3024 RMK AO2 SLP230 T10221067
ELP	2016-01-12 10:51	KELP 121051Z 04004KT 10SM CLR M02/M07 A3024 RMK AO2 SLP231 T10221067
ELP	2016-01-12 11:51	KELP 121151Z 36003KT 10SM CLR M03/M07 A3024 RMK AO2 SLP234 T10331067 10022 21033 56001
ELP	2016-01-12 12:51	KELP 121251Z 11004KT 10SM CLR M04/M07 A3026 RMK AO2 SLP245 T10441072
ELP	2016-01-12 13:51	KELP 121351Z 10003KT 10SM CLR M03/M07 A3028 RMK AO2 SLP250 T10331072
ELP	2016-01-12 14:51	KELP 121451Z 00000KT 10SM CLR M02/M06 A3029 RMK AO2 SLP254 T10171061 51016
ELP	2016-01-12 15:51	KELP 121551Z 00000KT 10SM CLR 01/M06 A3032 RMK AO2 SLP262 T00061056
ELP	2016-01-12 16:51	KELP 121651Z 18004KT 10SM FEW180 03/M06 A3034 RMK AO2 SLP269 T00281056
ELP	2016-01-12 17:51	KELP 121751Z 00000KT 10SM FEW180 05/M07 A3033 RMK AO2 SLP262 T00501067 10050 21044 50012
ELP	2016-01-12 18:51	KELP 121851Z 00000KT 10SM FEW190 06/M07 A3030 RMK AO2 SLP253 T00611072
ELP	2016-01-12 19:51	KELP 121951Z VRB04KT 10SM FEW190 08/M08 A3025 RMK AO2 SLP236 T00781078
ELP	2016-01-12 20:51	KELP 122051Z 00000KT 10SM FEW200 09/M08 A3021 RMK AO2 SLP221 T00891078 58037
ELP	2016-01-12 21:51	KELP 122151Z 00000KT 10SM FEW200 10/M08 A3020 RMK AO2 SLP216 T01001078
ELP	2016-01-12 22:51	KELP 122251Z 00000KT 10SM FEW200 11/M08 A3019 RMK AO2 SLP212 T01111083
ELP	2016-01-12 23:51	KELP 122351Z 00000KT 10SM FEW200 10/M08 A3018 RMK AO2 SLP212 T01001078 10111 20050 57008
ELP	2016-01-13 00:51	KELP 130051Z 10003KT 10SM FEW200 07/M07 A3019 RMK AO2 SLP220 T00721067
ELP	2016-01-13 01:51	KELP 130151Z 11003KT 10SM FEW200 06/M07 A3021 RMK AO2 SLP227 T00561067
ELP	2016-01-13 02:51	KELP 130251Z 10004KT 10SM FEW200 04/M07 A3021 RMK AO2 SLP228 T00391067 51008
ELP	2016-01-13 03:51	KELP 130351Z 00000KT 10SM FEW200 04/M07 A3021 RMK AO2 SLP226 T00391067
ELP	2016-01-13 04:51	KELP 130451Z 00000KT 10SM CLR 04/M06 A3022 RMK AO2 SLP225 T00391061
ELP	2016-01-13 05:51	KELP 130551Z 07003KT 10SM CLR 00/M06 A3021 RMK AO2 SLP224 T00001056 10100 20000 50001
ELP	2016-01-13 06:51	KELP 130651Z 00000KT 10SM FEW250 00/M06 A3020 RMK AO2 SLP220 T00001056 401111044
ELP	2016-01-13 07:51	KELP 130751Z 00000KT 10SM FEW250 M02/M06 A3019 RMK AO2 SLP215 T10171061
ELP	2016-01-13 08:51	KELP 130851Z 11003KT 10SM FEW250 M03/M06 A3019 RMK AO2 SLP215 T10281061 56006
ELP	2016-01-13 09:51	KELP 130951Z 13006KT 10SM FEW250 M03/M06 A3018 RMK AO2 SLP212 T10331061
ELP	2016-01-13 10:51	KELP 131051Z 03004KT 10SM FEW250 M02/M06 A3018 RMK AO2 SLP205 T10171056
ELP	2016-01-13 11:51	KELP 131151Z 01003KT 10SM FEW250 M02/M07 A3018 RMK AO2 SLP208 T10221067 10011 21033 56004
ELP	2016-01-13 12:51	KELP 131251Z 03003KT 10SM FEW250 M04/M07 A3017 RMK AO2 SLP213 T10391067
ELP	2016-01-13 13:51	KELP 131351Z 01005KT 10SM FEW250 M02/M07 A3019 RMK AO2 SLP220 T10221067
ELP	2016-01-13 14:51	KELP 131451Z 00000KT 10SM FEW200 M03/M07 A3021 RMK AO2 SLP230 T10331067 53010
ELP	2016-01-13 15:51	KELP 131551Z 00000KT 10SM FEW200 01/M06 A3022 RMK AO2 SLP227 T00111056
ELP	2016-01-13 16:51	KELP 131651Z 33003KT 10SM FEW200 03/M06 A3023 RMK AO2 SLP226 T00331061
ELP	2016-01-13 17:51	KELP 131751Z 00000KT 10SM FEW200 06/M07 A3021 RMK AO2 SLP221 T00611067 10061 21044 50000
ELP	2016-01-13 18:51	KELP 131851Z 00000KT 10SM FEW200 08/M08 A3016 RMK AO2 SLP203 T00781078
ELP	2016-01-13 19:51	KELP 131951Z 18003KT 10SM FEW220 09/M07 A3012 RMK AO2 SLP187 T00941067
